+------+-------------+--------------+-------------+-------------+
| Rank |  Drug Name  | Target Name  | Interaction | Probability |
| 5334 |  10001434.0 | Protein 1158 |      NO     |     0.00    |
| 5335 |  3976006.0  | Protein 5228 |      NO     |     0.00    |
| 5336 |    4066.0   | Protein 4255 |      NO     |     0.00    |
| 5337 |   60652.0   | Protein 4927 |      NO     |     0.00    |
| 5338 |    4946.0   | Protein 4707 |      NO     |     0.00    |
| 5339 |   17534.0   | Protein 757  |      NO     |     0.00    |
| 5340 |  1549477.0  | Protein 5589 |      NO     |     0.00    |
| 5341 |   114709.0  | Protein 3486 |      NO     |     0.00    |
| 5342 |  44308022.0 | Protein 5757 |      NO     |     0.00    |
| 5343 |   70547.0   | Protein 5881 |      NO     |     0.00    |
| 5344 |     UNK     | Protein 4514 |      NO     |     0.00    |
| 5345 |   83030.0   | Protein 4098 |      NO     |     0.00    |
| 5346 |  20497006.0 | Protein 2556 |      NO     |     0.00    |
| 5347 |  53464483.0 | Protein 1175 |      NO     |     0.00    |
| 5348 |  19582717.0 | Protein 3016 |      NO     |     0.00    |
| 5349 |    4934.0   | Protein 4330 |      NO     |     0.00    |
| 5350 |  56599293.0 | Protein 3799 |      NO     |     0.00    |
| 5351 |  54687453.0 | Protein 1329 |      NO     |     0.00    |
| 5352 |  9549295.0  | Protein 1864 |      NO     |     0.00    |
| 5353 |    3326.0   | Protein 1952 |      NO     |     0.00    |
| 5354 |   156419.0  | Protein 276  |      NO     |     0.00    |
| 5355 |   17142.0   | Protein 779  |      NO     |     0.00    |
| 5356 |   60747.0   | Protein 142  |      NO     |     0.00    |
| 5357 |    5561.0   | Protein 4050 |      NO     |     0.00    |
| 5358 |  13943299.0 | Protein 2993 |      NO     |     0.00    |
| 5359 |  9838728.0  | Protein 2897 |      NO     |     0.00    |
| 5360 |  57523919.0 | Protein 1216 |      NO     |     0.00    |
| 5361 |    5833.0   | Protein 4690 |      NO     |     0.00    |
| 5362 |   30668.0   | Protein 5664 |      NO     |     0.00    |
| 5363 |   969470.0  | Protein 2907 |      NO     |     0.00    |
| 5364 |  4369524.0  | Protein 4281 |      NO     |     0.00    |
| 5365 |   14652.0   | Protein 3601 |      NO     |     0.00    |
| 5366 |   162291.0  | Protein 707  |      NO     |     0.00    |
| 5367 |  25117126.0 | Protein 2786 |      NO     |     0.00    |
| 5368 |  5280933.0  | Protein 5861 |      NO     |     0.00    |
| 5369 |  46208486.0 | Protein 1059 |      NO     |     0.00    |
| 5370 |  9892554.0  | Protein 1050 |      NO     |     0.00    |
| 5371 |  5280613.0  | Protein 3619 |      NO     |     0.00    |
| 5372 |    1676.0   | Protein 3331 |      NO     |     0.00    |
| 5373 |   152946.0  |  Protein 31  |      NO     |     0.00    |
| 5374 | 135410875.0 | Protein 2794 |      NO     |     0.00    |
| 5375 |    4766.0   | Protein 4739 |      NO     |     0.00    |
| 5376 |  2733079.0  | Protein 1406 |      NO     |     0.00    |
| 5377 |    4849.0   | Protein 5710 |      NO     |     0.00    |
| 5378 |  1349907.0  | Protein 5479 |      NO     |     0.00    |
| 5379 |  9869934.0  | Protein 3496 |      NO     |     0.00    |
| 5380 |   38081.0   | Protein 898  |      NO     |     0.00    |
| 5381 |    311.0    | Protein 5665 |      NO     |     0.00    |
| 5382 | 135409468.0 | Protein 5734 |      NO     |     0.00    |
| 5383 |  5460339.0  | Protein 4949 |      NO     |     0.00    |
| 5384 |  5278396.0  | Protein 4386 |      NO     |     0.00    |
| 5385 |  9954083.0  | Protein 4264 |      NO     |     0.00    |
| 5386 |   134019.0  | Protein 850  |      NO     |     0.00    |
| 5387 |  16659841.0 | Protein 863  |      NO     |     0.00    |
| 5388 |  6917974.0  | Protein 4246 |      NO     |     0.00    |
| 5389 |   26436.0   | Protein 4425 |      NO     |     0.00    |
| 5390 |  6857980.0  |  Protein 46  |      NO     |     0.00    |
| 5391 |    5606.0   | Protein 3226 |      NO     |     0.00    |
| 5392 |   989521.0  | Protein 5392 |      NO     |     0.00    |
| 5393 |  46215815.0 | Protein 1953 |      NO     |     0.00    |
| 5394 |    3372.0   | Protein 1649 |      NO     |     0.00    |
| 5395 |  25113764.0 | Protein 2333 |      NO     |     0.00    |
| 5396 |    2200.0   | Protein 6100 |      NO     |     0.00    |
| 5397 |    5443.0   | Protein 5612 |      NO     |     0.00    |
| 5398 |  57389999.0 | Protein 3869 |      NO     |     0.00    |
| 5399 | 135413533.0 | Protein 1660 |      NO     |     0.00    |
| 5400 |    4684.0   | Protein 4451 |      NO     |     0.00    |
| 5401 | 135883253.0 | Protein 2065 |      NO     |     0.00    |
| 5402 |  2011756.0  | Protein 4397 |      NO     |     0.00    |
| 5403 |   196968.0  | Protein 370  |      NO     |     0.00    |
| 5404 |    785.0    | Protein 5749 |      NO     |     0.00    |
| 5405 |   449054.0  | Protein 2803 |      NO     |     0.00    |
| 5406 |    3117.0   | Protein 3253 |      NO     |     0.00    |
| 5407 |  49843471.0 | Protein 1377 |      NO     |     0.00    |
| 5408 |   12478.0   | Protein 4862 |      NO     |     0.00    |
| 5409 |    4112.0   | Protein 1451 |      NO     |     0.00    |
| 5410 |  44252734.0 | Protein 5574 |      NO     |     0.00    |
| 5411 | 121513876.0 | Protein 678  |      NO     |     0.00    |
| 5412 | 124518205.0 | Protein 2163 |      NO     |     0.00    |
| 5413 |  53380437.0 | Protein 1640 |      NO     |     0.00    |
| 5414 |  6918403.0  | Protein 5339 |      NO     |     0.00    |
| 5415 |   644213.0  | Protein 1533 |      NO     |     0.00    |
| 5416 |  11768995.0 | Protein 4931 |      NO     |     0.00    |
| 5417 |    7172.0   | Protein 4863 |      NO     |     0.00    |
| 5418 |   699414.0  | Protein 6004 |      NO     |     0.00    |
| 5419 |  10435235.0 | Protein 679  |      NO     |     0.00    |
| 5420 |   177992.0  | Protein 437  |      NO     |     0.00    |
| 5421 |   68406.0   | Protein 180  |      NO     |     0.00    |
| 5422 |  11717001.0 | Protein 1410 |      NO     |     0.00    |
| 5423 |  15985904.0 | Protein 3002 |      NO     |     0.00    |
| 5424 |  5329098.0  | Protein 4718 |      NO     |     0.00    |
| 5425 |    3869.0   | Protein 3060 |      NO     |     0.00    |
| 5426 |  11519070.0 | Protein 3614 |      NO     |     0.00    |
| 5427 |    2455.0   | Protein 2014 |      NO     |     0.00    |
| 5428 |     UNK     | Protein 1776 |      NO     |     0.00    |
| 5429 |  16038120.0 | Protein 1231 |      NO     |     0.00    |
| 5430 |    6575.0   | Protein 795  |      NO     |     0.00    |
| 5431 |   11043.0   | Protein 1266 |      NO     |     0.00    |
| 5432 |  22833567.0 | Protein 5650 |      NO     |     0.00    |
| 5433 |     UNK     | Protein 1292 |      NO     |     0.00    |
| 5434 |  71721540.0 | Protein 463  |      NO     |     0.00    |
| 5435 |  5488548.0  | Protein 5141 |      NO     |     0.00    |
| 5436 | 135400873.0 | Protein 4302 |      NO     |     0.00    |
| 5437 |  11689883.0 | Protein 465  |      NO     |     0.00    |
| 5438 |   457964.0  | Protein 4360 |      NO     |     0.00    |
| 5439 |   20824.0   | Protein 1270 |      NO     |     0.00    |
| 5440 |   456214.0  | Protein 1958 |      NO     |     0.00    |
| 5441 |   123606.0  | Protein 5935 |      NO     |     0.00    |
| 5442 |  16004692.0 | Protein 1359 |      NO     |     0.00    |
| 5443 |    379.0    | Protein 5715 |      NO     |     0.00    |
| 5444 |    4011.0   | Protein 3358 |      NO     |     0.00    |
| 5445 |    3447.0   | Protein 4459 |      NO     |     0.00    |
| 5446 |  9799888.0  | Protein 3323 |      NO     |     0.00    |
| 5447 |   101498.0  | Protein 176  |      NO     |     0.00    |
| 5448 |  6918852.0  | Protein 1382 |      NO     |     0.00    |
| 5449 |  4355450.0  | Protein 3717 |      NO     |     0.00    |
| 5450 |  11683187.0 | Protein 583  |      NO     |     0.00    |
| 5451 |   115163.0  | Protein 1751 |      NO     |     0.00    |
| 5452 |  6708812.0  | Protein 4916 |      NO     |     0.00    |
| 5453 |   72022.0   | Protein 4853 |      NO     |     0.00    |
| 5454 |   452192.0  | Protein 1742 |      NO     |     0.00    |
| 5455 | 135419186.0 | Protein 2534 |      NO     |     0.00    |
| 5456 |   41693.0   | Protein 4536 |      NO     |     0.00    |
| 5457 |  11849514.0 | Protein 2275 |      NO     |     0.00    |
| 5458 |  90488984.0 | Protein 4795 |      NO     |     0.00    |
| 5459 |   57697.0   | Protein 1117 |      NO     |     0.00    |
| 5460 |   10631.0   | Protein 5688 |      NO     |     0.00    |
| 5461 |  24957182.0 | Protein 1140 |      NO     |     0.00    |
| 5462 |  9917980.0  | Protein 2042 |      NO     |     0.00    |
| 5463 |   56463.0   | Protein 5844 |      NO     |     0.00    |
| 5464 |  16747388.0 | Protein 943  |      NO     |     0.00    |
| 5465 |   158794.0  | Protein 5408 |      NO     |     0.00    |
| 5466 |    8522.0   | Protein 3947 |      NO     |     0.00    |
| 5467 |    5709.0   | Protein 6008 |      NO     |     0.00    |
| 5468 |  53393916.0 | Protein 1368 |      NO     |     0.00    |
| 5469 |  10436840.0 | Protein 266  |      NO     |     0.00    |
| 5470 |   61041.0   | Protein 5012 |      NO     |     0.00    |
| 5471 |    5429.0   | Protein 3561 |      NO     |     0.00    |
| 5472 |  6420080.0  | Protein 5489 |      NO     |     0.00    |
| 5473 |   123807.0  | Protein 721  |      NO     |     0.00    |
| 5474 |    5154.0   | Protein 609  |      NO     |     0.00    |
| 5475 |    3247.0   | Protein 5977 |      NO     |     0.00    |
| 5476 |  44632017.0 | Protein 1700 |      NO     |     0.00    |
| 5477 |     UNK     | Protein 2411 |      NO     |     0.00    |
| 5478 |   43961.0   | Protein 3447 |      NO     |     0.00    |
| 5479 |   25799.0   | Protein 5068 |      NO     |     0.00    |
| 5480 |  4633677.0  | Protein 4725 |      NO     |     0.00    |
| 5481 |  9830392.0  | Protein 5102 |      NO     |     0.00    |
| 5482 | 135565181.0 | Protein 3034 |      NO     |     0.00    |
| 5483 |    791.0    | Protein 5481 |      NO     |     0.00    |
| 5484 |   959043.0  | Protein 3524 |      NO     |     0.00    |
| 5485 |  56839178.0 | Protein 2237 |      NO     |     0.00    |
| 5486 |    2187.0   | Protein 4717 |      NO     |     0.00    |
| 5487 |  50992247.0 | Protein 5137 |      NO     |     0.00    |
| 5488 |  87166036.0 | Protein 3960 |      NO     |     0.00    |
| 5489 |  11318920.0 | Protein 169  |      NO     |     0.00    |
| 5490 |    3965.0   | Protein 5904 |      NO     |     0.00    |
| 5491 |  11476460.0 | Protein 853  |      NO     |     0.00    |
| 5492 |  9801969.0  | Protein 2870 |      NO     |     0.00    |
| 5493 |  73388374.0 | Protein 3435 |      NO     |     0.00    |
| 5494 |  6433110.0  | Protein 1016 |      NO     |     0.00    |
| 5495 |   159269.0  | Protein 539  |      NO     |     0.00    |
| 5496 |  6422124.0  | Protein 5993 |      NO     |     0.00    |
| 5497 |   65958.0   |  Protein 24  |      NO     |     0.00    |
| 5498 | 135421339.0 | Protein 3454 |      NO     |     0.00    |
| 5499 |    3532.0   | Protein 3986 |      NO     |     0.00    |
| 5500 |   68591.0   | Protein 2072 |      NO     |     0.00    |
| 5501 |  50922681.0 | Protein 617  |      NO     |     0.00    |
| 5502 |    3276.0   | Protein 404  |      NO     |     0.00    |
| 5503 |    5325.0   | Protein 4623 |      NO     |     0.00    |
| 5504 |    1985.0   | Protein 4197 |      NO     |     0.00    |
| 5505 |  10141893.0 | Protein 1646 |      NO     |     0.00    |
| 5506 |  11539025.0 | Protein 846  |      NO     |     0.00    |
| 5507 |    5803.0   | Protein 5323 |      NO     |     0.00    |
| 5508 |   688145.0  | Protein 4745 |      NO     |     0.00    |
| 5509 |  5282443.0  | Protein 3350 |      NO     |     0.00    |
| 5510 |  5283820.0  | Protein 5197 |      NO     |     0.00    |
| 5511 |  2167221.0  | Protein 2611 |      NO     |     0.00    |
| 5512 |  44603531.0 | Protein 2657 |      NO     |     0.00    |
| 5513 |    9651.0   | Protein 2753 |      NO     |     0.00    |
| 5514 |   101616.0  | Protein 5686 |      NO     |     0.00    |
| 5515 |  25168304.0 | Protein 1992 |      NO     |     0.00    |
| 5516 |   94175.0   | Protein 3436 |      NO     |     0.00    |
| 5517 |   688095.0  | Protein 5505 |      NO     |     0.00    |
| 5518 |  5330175.0  | Protein 2770 |      NO     |     0.00    |
| 5519 |    1598.0   | Protein 3458 |      NO     |     0.00    |
| 5520 |  2794188.0  | Protein 1676 |      NO     |     0.00    |
| 5521 |    3331.0   | Protein 3161 |      NO     |     0.00    |
| 5522 |  54091660.0 | Protein 255  |      NO     |     0.00    |
| 5523 |  51371307.0 | Protein 2016 |      NO     |     0.00    |
| 5524 |    3690.0   | Protein 3547 |      NO     |     0.00    |
| 5525 |   512282.0  | Protein 616  |      NO     |     0.00    |
| 5526 |    904.0    | Protein 5661 |      NO     |     0.00    |
| 5527 |  16654980.0 | Protein 1038 |      NO     |     0.00    |
| 5528 |  76973971.0 | Protein 5542 |      NO     |     0.00    |
| 5529 |     UNK     | Protein 5316 |      NO     |     0.00    |
| 5530 |  11716890.0 | Protein 2098 |      NO     |     0.00    |
| 5531 |    5754.0   | Protein 4975 |      NO     |     0.00    |
| 5532 | 124603199.0 | Protein 856  |      NO     |     0.00    |
| 5533 |  66555680.0 | Protein 5397 |      NO     |     0.00    |
| 5534 |    1050.0   | Protein 457  |      NO     |     0.00    |
| 5535 |    3736.0   | Protein 1337 |      NO     |     0.00    |
| 5536 |   122130.0  | Protein 4953 |      NO     |     0.00    |
| 5537 |  57662985.0 | Protein 3690 |      NO     |     0.00    |
| 5538 |  91654625.0 | Protein 5023 |      NO     |     0.00    |
| 5539 |   43594.0   |  Protein 58  |      NO     |     0.00    |
| 5540 |    2375.0   | Protein 3906 |      NO     |     0.00    |
| 5541 |  10152654.0 | Protein 3296 |      NO     |     0.00    |
| 5542 |    5338.0   | Protein 5647 |      NO     |     0.00    |
| 5543 |  23500906.0 | Protein 4491 |      NO     |     0.00    |
| 5544 |   72098.0   | Protein 1230 |      NO     |     0.00    |
| 5545 |    2540.0   | Protein 2723 |      NO     |     0.00    |
| 5546 |  6517043.0  | Protein 2158 |      NO     |     0.00    |
| 5547 |   259329.0  | Protein 4338 |      NO     |     0.00    |
| 5548 |   154575.0  | Protein 851  |      NO     |     0.00    |
| 5549 |  57326210.0 | Protein 2987 |      NO     |     0.00    |
| 5550 |   158781.0  | Protein 1879 |      NO     |     0.00    |
| 5551 |   657237.0  | Protein 329  |      NO     |     0.00    |
| 5552 |  46866319.0 | Protein 1447 |      NO     |     0.00    |
| 5553 |  73707346.0 | Protein 1591 |      NO     |     0.00    |
| 5554 |  9996409.0  | Protein 1384 |      NO     |     0.00    |
| 5555 |  46931242.0 | Protein 2516 |      NO     |     0.00    |
| 5556 |   131906.0  | Protein 1838 |      NO     |     0.00    |
| 5557 |    4592.0   | Protein 2289 |      NO     |     0.00    |
| 5558 |   656615.0  | Protein 5769 |      NO     |     0.00    |
| 5559 |  5352062.0  | Protein 587  |      NO     |     0.00    |
| 5560 |  6323266.0  | Protein 4260 |      NO     |     0.00    |
| 5561 |   11824.0   | Protein 1444 |      NO     |     0.00    |
| 5562 |    8614.0   | Protein 4967 |      NO     |     0.00    |
| 5563 |  53347902.0 | Protein 4895 |      NO     |     0.00    |
| 5564 |    5905.0   | Protein 2024 |      NO     |     0.00    |
| 5565 |  24952929.0 | Protein 994  |      NO     |     0.00    |
| 5566 |  45006167.0 | Protein 3752 |      NO     |     0.00    |
| 5567 |  25141190.0 | Protein 2832 |      NO     |     0.00    |
| 5568 |  5234410.0  | Protein 3310 |      NO     |     0.00    |
| 5569 |  71520717.0 | Protein 3761 |      NO     |     0.00    |
| 5570 |    3295.0   | Protein 5545 |      NO     |     0.00    |
| 5571 |   71895.0   | Protein 3622 |      NO     |     0.00    |
| 5572 |    5584.0   | Protein 2853 |      NO     |     0.00    |
| 5573 | 124079499.0 |  Protein 73  |      NO     |     0.00    |
| 5574 |  78357763.0 | Protein 3224 |      NO     |     0.00    |
| 5575 |   69439.0   | Protein 2536 |      NO     |     0.00    |
| 5576 |  9867812.0  | Protein 4164 |      NO     |     0.00    |
| 5577 |  11501591.0 | Protein 3495 |      NO     |     0.00    |
| 5578 |   157429.0  | Protein 1894 |      NO     |     0.00    |
| 5579 |    4713.0   | Protein 2216 |      NO     |     0.00    |
| 5580 |  11626560.0 | Protein 293  |      NO     |     0.00    |
| 5581 |   37463.0   | Protein 5176 |      NO     |     0.00    |
| 5582 |   114905.0  | Protein 3946 |      NO     |     0.00    |
| 5583 |  16681432.0 | Protein 367  |      NO     |     0.00    |
| 5584 |    2895.0   | Protein 1462 |      NO     |     0.00    |
| 5585 |  11317439.0 | Protein 472  |      NO     |     0.00    |
| 5586 |  11984561.0 | Protein 1200 |      NO     |     0.00    |
| 5587 |  1361332.0  | Protein 1104 |      NO     |     0.00    |
| 5588 |    5265.0   | Protein 4068 |      NO     |     0.00    |
| 5589 |  51038269.0 | Protein 644  |      NO     |     0.00    |
| 5590 |  66558664.0 | Protein 2763 |      NO     |     0.00    |
| 5591 |   41856.0   | Protein 2001 |      NO     |     0.00    |
| 5592 |  73438925.0 | Protein 3820 |      NO     |     0.00    |
| 5593 |   30717.0   | Protein 5272 |      NO     |     0.00    |
| 5594 |  1615267.0  | Protein 1402 |      NO     |     0.00    |
| 5595 |    2313.0   | Protein 4639 |      NO     |     0.00    |
| 5596 |    3100.0   | Protein 475  |      NO     |     0.00    |
| 5597 |  46223724.0 | Protein 4381 |      NO     |     0.00    |
| 5598 |    670.0    | Protein 4303 |      NO     |     0.00    |
| 5599 |   817368.0  | Protein 4682 |      NO     |     0.00    |
| 5600 |   31388.0   | Protein 5623 |      NO     |     0.00    |
| 5601 |    5568.0   | Protein 2030 |      NO     |     0.00    |
| 5602 |    5468.0   | Protein 5324 |      NO     |     0.00    |
| 5603 |   50287.0   | Protein 3589 |      NO     |     0.00    |
| 5604 |  11560249.0 | Protein 2396 |      NO     |     0.00    |
| 5605 |  67505836.0 | Protein 3817 |      NO     |     0.00    |
| 5606 |   182585.0  | Protein 1917 |      NO     |     0.00    |
| 5607 |     UNK     | Protein 702  |      NO     |     0.00    |
| 5608 |   193962.0  | Protein 2908 |      NO     |     0.00    |
| 5609 |    4858.0   | Protein 2768 |      NO     |     0.00    |
| 5610 |   154059.0  | Protein 3803 |      NO     |     0.00    |
| 5611 |    3290.0   | Protein 4519 |      NO     |     0.00    |
| 5612 |    5574.0   | Protein 3084 |      NO     |     0.00    |
| 5613 |  6438381.0  | Protein 4541 |      NO     |     0.00    |
| 5614 |  6918848.0  | Protein 4502 |      NO     |     0.00    |
| 5615 |    3108.0   | Protein 959  |      NO     |     0.00    |
| 5616 |    4621.0   | Protein 1916 |      NO     |     0.00    |
| 5617 |  5311452.0  | Protein 4326 |      NO     |     0.00    |
| 5618 |    3076.0   | Protein 1935 |      NO     |     0.00    |
| 5619 |   119034.0  | Protein 4416 |      NO     |     0.00    |
| 5620 |  76968489.0 | Protein 1001 |      NO     |     0.00    |
| 5621 |  5326713.0  | Protein 3995 |      NO     |     0.00    |
| 5622 |  71583615.0 | Protein 3671 |      NO     |     0.00    |
| 5623 | 135398742.0 | Protein 2718 |      NO     |     0.00    |
| 5624 |  6451149.0  | Protein 261  |      NO     |     0.00    |
| 5625 |  3906894.0  | Protein 284  |      NO     |     0.00    |
| 5626 |    6035.0   | Protein 917  |      NO     |     0.00    |
| 5627 |   68791.0   | Protein 2931 |      NO     |     0.00    |
| 5628 |  44199317.0 | Protein 2145 |      NO     |     0.00    |
| 5629 |  11180124.0 | Protein 3923 |      NO     |     0.00    |
| 5630 |    3743.0   | Protein 1387 |      NO     |     0.00    |
| 5631 |   171548.0  | Protein 2992 |      NO     |     0.00    |
| 5632 |  44137675.0 | Protein 1007 |      NO     |     0.00    |
| 5633 |   854498.0  | Protein 5657 |      NO     |     0.00    |
| 5634 |  71226662.0 | Protein 2551 |      NO     |     0.00    |
| 5635 |  11256720.0 | Protein 1984 |      NO     |     0.00    |
| 5636 |    1990.0   | Protein 4657 |      NO     |     0.00    |
| 5637 |   20279.0   | Protein 796  |      NO     |     0.00    |
| 5638 |   941361.0  | Protein 1636 |      NO     |     0.00    |
| 5639 |  11314340.0 | Protein 3651 |      NO     |     0.00    |
| 5640 |    4688.0   | Protein 5967 |      NO     |     0.00    |
| 5641 |  5149140.0  | Protein 4027 |      NO     |     0.00    |
| 5642 |   182230.0  | Protein 4070 |      NO     |     0.00    |
| 5643 |  11383075.0 | Protein 1929 |      NO     |     0.00    |
| 5644 |   638015.0  | Protein 5211 |      NO     |     0.00    |
| 5645 |    2090.0   | Protein 963  |      NO     |     0.00    |
| 5646 |  3047779.0  | Protein 2903 |      NO     |     0.00    |
| 5647 |    4992.0   | Protein 1726 |      NO     |     0.00    |
| 5648 |   60172.0   | Protein 2388 |      NO     |     0.00    |
| 5649 |    2801.0   | Protein 2328 |      NO     |     0.00    |
| 5650 |  5310968.0  | Protein 5429 |      NO     |     0.00    |
| 5651 |  24795070.0 | Protein 4106 |      NO     |     0.00    |
| 5652 |    2457.0   | Protein 5891 |      NO     |     0.00    |
| 5653 |     UNK     | Protein 1333 |      NO     |     0.00    |
| 5654 |  5701998.0  | Protein 5870 |      NO     |     0.00    |
| 5655 |     UNK     | Protein 4263 |      NO     |     0.00    |
| 5656 |     UNK     | Protein 2939 |      NO     |     0.00    |
| 5657 |  11808929.0 | Protein 2998 |      NO     |     0.00    |
| 5658 |   208928.0  | Protein 244  |      NO     |     0.00    |
| 5659 |  9869779.0  | Protein 1571 |      NO     |     0.00    |
| 5660 |    4418.0   | Protein 3913 |      NO     |     0.00    |
| 5661 |   65869.0   | Protein 2506 |      NO     |     0.00    |
| 5662 |    5950.0   | Protein 5075 |      NO     |     0.00    |
| 5663 |   131536.0  | Protein 5976 |      NO     |     0.00    |
| 5664 |    5920.0   | Protein 5078 |      NO     |     0.00    |
| 5665 |  9911716.0  | Protein 2421 |      NO     |     0.00    |
| 5666 |   54459.0   | Protein 6086 |      NO     |     0.00    |
| 5667 |    4771.0   | Protein 1644 |      NO     |     0.00    |
| 5668 |  6450278.0  | Protein 5654 |      NO     |     0.00    |
| 5669 |     UNK     | Protein 2012 |      NO     |     0.00    |
| 5670 |     UNK     | Protein 5785 |      NO     |     0.00    |
| 5671 |   124093.0  | Protein 153  |      NO     |     0.00    |
| 5672 |  9584673.0  | Protein 3905 |      NO     |     0.00    |
| 5673 |  11609955.0 | Protein 3944 |      NO     |     0.00    |
| 5674 |  54760053.0 | Protein 1841 |      NO     |     0.00    |
| 5675 |  51035449.0 | Protein 997  |      NO     |     0.00    |
| 5676 |   33613.0   | Protein 958  |      NO     |     0.00    |
| 5677 |  6604933.0  | Protein 2566 |      NO     |     0.00    |
| 5678 |  11656002.0 | Protein 618  |      NO     |     0.00    |
| 5679 |   71777.0   | Protein 2450 |      NO     |     0.00    |
| 5680 |  3342298.0  | Protein 3110 |      NO     |     0.00    |
| 5681 |  9953357.0  | Protein 918  |      NO     |     0.00    |
| 5682 |  6142670.0  | Protein 4458 |      NO     |     0.00    |
| 5683 |  11373846.0 | Protein 1785 |      NO     |     0.00    |
| 5684 |   461310.0  | Protein 2477 |      NO     |     0.00    |
| 5685 |    4806.0   | Protein 3554 |      NO     |     0.00    |
| 5686 |  4314115.0  | Protein 2257 |      NO     |     0.00    |
| 5687 |  5353609.0  | Protein 5472 |      NO     |     0.00    |
| 5688 |  6154037.0  | Protein 4402 |      NO     |     0.00    |
| 5689 |  10127622.0 | Protein 852  |      NO     |     0.00    |
| 5690 |   10404.0   | Protein 2295 |      NO     |     0.00    |
| 5691 |  11646823.0 | Protein 2588 |      NO     |     0.00    |
| 5692 |   443944.0  | Protein 1090 |      NO     |     0.00    |
| 5693 |   10206.0   | Protein 2530 |      NO     |     0.00    |
| 5694 |  11950726.0 | Protein 495  |      NO     |     0.00    |
| 5695 |    2682.0   | Protein 499  |      NO     |     0.00    |
| 5696 |  46911068.0 | Protein 3445 |      NO     |     0.00    |
| 5697 |   71261.0   | Protein 4191 |      NO     |     0.00    |
| 5698 |    3677.0   | Protein 1974 |      NO     |     0.00    |
| 5699 | 124079498.0 | Protein 3229 |      NO     |     0.00    |
| 5700 |    2206.0   | Protein 2904 |      NO     |     0.00    |
| 5701 |  11612883.0 | Protein 1696 |      NO     |     0.00    |
| 5702 |  6433122.0  | Protein 3814 |      NO     |     0.00    |
| 5703 |    535.0    | Protein 5210 |      NO     |     0.00    |
| 5704 |    2327.0   | Protein 3823 |      NO     |     0.00    |
| 5705 |    2040.0   | Protein 1275 |      NO     |     0.00    |
| 5706 |     UNK     | Protein 6108 |      NO     |     0.00    |
| 5707 |  22609888.0 | Protein 439  |      NO     |     0.00    |
| 5708 |  9810884.0  | Protein 3899 |      NO     |     0.00    |
| 5709 |   126688.0  | Protein 694  |      NO     |     0.00    |
| 5710 |   60648.0   | Protein 3852 |      NO     |     0.00    |
| 5711 |    750.0    | Protein 4849 |      NO     |     0.00    |
| 5712 |    3957.0   | Protein 927  |      NO     |     0.00    |
| 5713 |   128019.0  | Protein 3545 |      NO     |     0.00    |
| 5714 |   19958.0   | Protein 5253 |      NO     |     0.00    |
| 5715 |  9910486.0  | Protein 2250 |      NO     |     0.00    |
| 5716 |  3248290.0  | Protein 2995 |      NO     |     0.00    |
| 5717 |   442343.0  | Protein 5833 |      NO     |     0.00    |
| 5718 |  3036156.0  | Protein 5403 |      NO     |     0.00    |
| 5719 |    6651.0   | Protein 5631 |      NO     |     0.00    |
| 5720 |    6421.0   | Protein 549  |      NO     |     0.00    |
| 5721 |  6915944.0  |  Protein 48  |      NO     |     0.00    |
| 5722 |  9549213.0  | Protein 1621 |      NO     |     0.00    |
| 5723 |  2726015.0  | Protein 2605 |      NO     |     0.00    |
| 5724 |   53555.0   | Protein 5543 |      NO     |     0.00    |
| 5725 | 135398508.0 | Protein 2171 |      NO     |     0.00    |
| 5726 |  11565518.0 | Protein 2101 |      NO     |     0.00    |
| 5727 |  46196517.0 | Protein 1910 |      NO     |     0.00    |
| 5728 |   164695.0  | Protein 3921 |      NO     |     0.00    |
| 5729 |  11561674.0 | Protein 1579 |      NO     |     0.00    |
| 5730 |  16719221.0 | Protein 395  |      NO     |     0.00    |
| 5731 |   56208.0   |  Protein 35  |      NO     |     0.00    |
| 5732 |  54576693.0 | Protein 556  |      NO     |     0.00    |
| 5733 |  71618700.0 | Protein 1832 |      NO     |     0.00    |
| 5734 |  6305587.0  | Protein 4775 |      NO     |     0.00    |
| 5735 | 135401907.0 | Protein 3635 |      NO     |     0.00    |
| 5736 |  3002120.0  | Protein 247  |      NO     |     0.00    |
| 5737 |  9903482.0  | Protein 5539 |      NO     |     0.00    |
| 5738 |    3236.0   | Protein 5449 |      NO     |     0.00    |
| 5739 |   164305.0  | Protein 1624 |      NO     |     0.00    |
| 5740 |    3226.0   | Protein 3837 |      NO     |     0.00    |
| 5741 |  16667686.0 | Protein 2728 |      NO     |     0.00    |
| 5742 |   11862.0   | Protein 5679 |      NO     |     0.00    |
| 5743 |   47641.0   | Protein 3478 |      NO     |     0.00    |
| 5744 |  10367662.0 | Protein 1324 |      NO     |     0.00    |
| 5745 |  5495818.0  | Protein 1042 |      NO     |     0.00    |
| 5746 |   13769.0   | Protein 5835 |      NO     |     0.00    |
| 5747 |  11644425.0 | Protein 2389 |      NO     |     0.00    |
| 5748 |  42598643.0 | Protein 1863 |      NO     |     0.00    |
| 5749 |  5479530.0  |  Protein 20  |      NO     |     0.00    |
| 5750 |    6271.0   | Protein 5933 |      NO     |     0.00    |
| 5751 |   54892.0   | Protein 3871 |      NO     |     0.00    |
| 5752 |   97663.0   | Protein 4830 |      NO     |     0.00    |
